24.209999,0.000000 
24.049999,0.056250 
24.450001,0.131250 
24.530001,0.206250 
24.530001,0.281250 
24.090000,0.356250 
24.350000,0.431250 
23.990000,0.506250 
24.410000,0.581250 
24.330000,0.656250 
24.469999,0.731250 
24.450001,0.806250 
24.770000,0.862500 
24.530001,0.937500 
24.629999,1.012500 
24.950001,1.087500 
24.590000,1.162500 
24.709999,1.237500 
24.830000,1.312500 
24.290001,1.387500 
24.709999,1.462500 
24.450001,1.537500 
24.389999,1.612500 
24.590000,1.668750 
24.629999,1.743750 
24.330000,1.818750 
24.150000,1.893750 
24.230000,1.968750 
24.469999,2.043750 
24.530001,2.118750 
24.690001,2.193750 
24.870001,2.268750 
24.450001,2.343750 
24.570000,2.418750 
25.010000,2.475000 
24.770000,2.550000 
24.750000,2.625000 
24.650000,2.700000 
24.469999,2.775000 
24.570000,2.850000 
24.650000,2.925000 
24.809999,3.000000 
24.469999,3.075000 
24.770000,3.150000 
24.690001,3.225000 
24.590000,3.300000 
25.010000,3.356250 
25.350000,3.431250 
24.889999,3.506250 
25.129999,3.581250 
24.690001,3.656250 
25.110001,3.731250 
25.309999,3.806250 
26.170000,3.881250 
26.030001,3.956250 
26.530001,4.031250 
26.590000,4.106250 
27.049999,4.162500 
27.090000,4.237500 
27.170000,4.312500 
27.410000,4.387500 
27.610001,4.462500 
28.190001,4.537500 
28.790001,4.612500 
30.510000,4.687500 
32.310001,4.762500 
33.549999,4.837500 
32.750000,4.912500 
35.770000,4.968750 
37.090000,5.043750 
46.470001,5.118750 
46.389999,5.193750 
46.349998,5.268750 
46.389999,5.343750 
46.650002,5.418750 
46.490002,5.493750 
48.930000,5.568750 
51.910000,5.643750 
54.970001,5.718750 
55.630001,5.775000 
55.470001,5.850000 
55.709999,5.925000 
58.849998,6.000000 
58.709999,6.075000 
59.049999,6.150000 
58.389999,6.225000 
64.190002,6.300000 
64.510002,6.375000 
64.209999,6.450000 
69.669998,6.525000 
70.010002,6.600000 
69.889999,6.656250 
69.790001,6.731250 
71.010002,6.806250 
70.910004,6.881250 
71.470001,6.956250 
71.190002,7.031250 
71.190002,7.106250 
76.550003,7.181250 
74.889999,7.256250 
74.709999,7.331250 
75.029999,7.406250 
79.250000,7.462500 
78.089996,7.537500 
77.830002,7.612500 
78.650002,7.687500 
82.610001,7.762500 
81.169998,7.837500 
81.290001,7.912500 
82.330002,7.987500 
85.449997,8.062500 
83.870003,8.137500 
84.489998,8.212500 
85.370003,8.268750 
88.389999,8.343750 
87.169998,8.418750 
87.550003,8.493750 
88.230003,8.568750 
89.290001,8.643750 
89.629997,8.718750 
89.989998,8.793750 
90.769997,8.868750 
90.930000,8.943750 
91.129997,9.018750 
91.629997,9.075000 
91.430000,9.150000 
92.269997,9.225000 
90.970001,9.300000 
91.589996,9.375000 
91.190002,9.450000 
81.769997,9.525000 
88.809998,9.600000 
87.870003,9.675000 
88.070000,9.750000 
73.809998,9.825000 
81.849998,9.900000 
79.430000,9.956250 
79.110001,10.031250 
59.810001,10.106250 
68.629997,10.181250 
65.290001,10.256250 
66.269997,10.331250 
44.310001,10.406250 
52.990002,10.481250 
50.869999,10.556250 
49.970001,10.631250 
34.630001,10.706250 
40.070000,10.762500 
38.930000,10.837500 
38.250000,10.912500 
34.750000,10.987500 
29.230000,11.062500 
31.270000,11.137500 
30.730000,11.212500 
28.790001,11.287500 
28.129999,11.362500 
28.270000,11.437500 
28.250000,11.512500 
28.530001,11.568750 
28.370001,11.643750 
28.790001,11.718750 
29.290001,11.793750 
30.670000,11.868750 
30.370001,11.943750 
31.610001,12.018750 
31.129999,12.093750 
32.250000,12.168750 
31.850000,12.243750 
32.950001,12.318750 
33.130001,12.375000 
33.349998,12.450000 
33.349998,12.525000 
33.630001,12.600000 
33.270000,12.675000 
33.410000,12.750000 
31.950001,12.825000 
33.070000,12.900000 
32.130001,12.975000 
32.630001,13.050000 
30.629999,13.125000 
31.430000,13.200000 
30.969999,13.256250 
31.070000,13.331250 
28.850000,13.406250 
